,sell_price,rent_price,net_area,gross_area,effi_ratio,layout,orit,view,desc,upd_dt,addr,blk_num,school,ttl_flt,occu_permit_dt,facilities,prop_val,ln_amt,int_rt,rpy_prd,inc_reqr
0,Price(HK$)10.8M,,463,592,78%,1room(s),Southwest,MountainView,,06/05/2019, 8 AP LEI CHAU PRAYA ROAD,9Blocks, Nearby Kindergarten SOUTH; Primary 18; Secondary SOUTH,715Units,"07December,2010",,"$10,800,000","50%or$5,400,000",P*-3.0or2.375%,30Years(360Phase),"$50,397/Month"
0,Price(HK$)43M,,,,,6room(s),East,"Bright&OpenView,MountainView","Garden,RoofTop,2Carpark,PrivateSwimmingPool",09/05/2019, Ngau Liu,27,,17,,,"$43,000,000","50%or$21,500,000",P*-3.0or2.375%,30Years(360Phase),"$200,656/Month"
0,Price(HK$)16.5M,,894,"1,197",75%,4room(s),Northwest,,,10/05/2019, 8 KING LING ROAD,5, Nearby Kindergarten SAIKUNG; Primary 95; Secondary SAIKUNG,"2,096Units","25October,2007",,"$16,500,000","50%or$8,250,000",P*-3.0or2.375%,30Years(360Phase),"$76,996/Month"
0,Price(HK$)10.5M,,504,705,71%,2room(s),Southeast,PanoramicSeaView,,12/05/2019, 8 NGA YING CHAU STREET,, Nearby Kindergarten KWAI TSING; Primary 66; Secondary KWAI TSING,"2,824Units","30March,2001(Block8-11),12March,1999(Block5-7),27January,1998(Block1-3)",,"$10,500,000","50%or$5,250,000",P*-3.0or2.375%,30Years(360Phase),"$48,998/Month"
0,Price(HK$)11.88M,,493,793,62%,1room(s),East,Bright&OpenView,,20/05/2019, 43-45 CAINE ROAD,2Blocks, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,46Units,"43CaineRoad：12,August1993,45CaineRoad：23,January1991",,"$11,880,000","50%or$5,940,000",P*-3.0or2.375%,30Years(360Phase),"$55,437/Month"
0,Price(HK$)35M,,"1,076","1,388",78%,3room(s),East,Bright&OpenView,,16/05/2019, 1 AUSTIN ROAD WEST,, Nearby Kindergarten YAU TSIM MONG; Primary 31; Secondary YAU TSIM MONG,"1,288Units","23November,2000(Block5-7),30September,2000(Block1-3)",,"$35,000,000","50%or$17,500,000",P*-3.0or2.375%,30Years(360Phase),"$163,325/Month"
0,Price(HK$)61.2M,,"1,309",,,3room(s),West,PanoramicSeaView,,16/05/2019, 33 SEYMOUR ROAD,1Blocks, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,127Units,"16January,2015","ClubHouse,SwimmingPool","$61,200,000","50%or$30,600,000",P*-3.0or2.375%,30Years(360Phase),"$285,585/Month"
0,Price(HK$)5.8M,,498,656,76%,,,,,18/05/2019, 2 TIN YAN ROAD,"5Towers(Tower1-6,Tower4isomitted)", Nearby Kindergarten YUEN LONG; Primary 72; Secondary YUEN LONG,"1,892Units","08November,2007(Phase1(CentralParkTowers))","ClubHouse,GamesRoom,PodiumGarden,OutdoorSwimmingPool,Gymnasium,BowlingAlley,FunctionalRoom,Sauna","$5,800,000","60%or$3,480,000",P*-3.0or2.375%,30Years(360Phase),"$32,478/Month"
0,Price(HK$)8.8M,,537,687,78%,3room(s),East,"Bright&OpenView,SeaView,MountainView,OverlookingRacecourse",1CoveredCarpark,08/04/2019, 21-29 SUI WO ROAD,, Nearby Kindergarten SHATIN; Primary 91; Secondary SHATIN,344Units,"12June,1985(BlockB-D),04January,1984(BlockA)",,"$8,800,000","56%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$) 4.98M(Premium Not Paid),,469,593,79%,2room(s),East,,,10/05/2019, 22 CHUN WAH ROAD,1Block, Nearby Kindergarten KWUN TONG; Primary 48; Secondary KWUN TONG,232Units,"5July,1990","TennisCourt,Bank,School,Restaurant,BadmintonCourt,Garden,Gymnasium,ShoppingMall,FootballCourt,SwimmingPool,Market,Supermarket,PostOffice,Library","$4,980,000","60%or$2,988,000",P*-3.0or2.375%,30Years(360Phase),"$27,887/Month"
0,Price(HK$)6.5M,,490,653,75%,2room(s),Northeast,MountainView,,18/05/2019, 2 KWUN TSING ROAD,"7Towers(Tower1toTower8,Tower4isomitted.)", Nearby Kindergarten TUEN MUN; Primary 71; Secondary TUEN MUN,"1,624Units","06September,2002",,"$6,500,000","60%or$3,900,000",P*-3.0or2.375%,30Years(360Phase),"$36,398/Month"
0,Price(HK$)12M,,465,627,74%,1room(s),,,,13/05/2019, 38 HAVEN STREET,, Nearby Kindergarten WAN CHAI; Primary 12; Secondary WAN CHAI,190Units,"04June,2014",,"$12,000,000","50%or$6,000,000",P*-3.0or2.375%,30Years(360Phase),"$55,997/Month"
0,Price(HK$)7.2M,,398,539,74%,1room(s),Northeast,GardenView,,06/05/2019, 88 O KING ROAD,, Nearby Kindergarten SAIKUNG; Primary 95; Secondary SAIKUNG,"5,728Units","02July,2003(Tower16,17),29May,2003(Tower11-13,15),05December,2001(Tower7-10),22January,2001(Tower1-3),20December,2000(Tower5,6)",,"$7,200,000","60%or$4,320,000",P*-3.0or2.375%,30Years(360Phase),"$40,318/Month"
0,Price(HK$)4.8M,,442,576,77%,2room(s),Southwest,"GardenView,FountainView",,15/05/2019, 3 TIN KWAI ROAD,10Blocks, Nearby Kindergarten YUEN LONG; Primary 72; Secondary YUEN LONG,"2,864Units",,,"$4,800,000","60%or$2,880,000",P*-3.0or2.375%,30Years(360Phase),"$26,879/Month"
0,Price(HK$)20M,,999,"1,200",83%,3room(s),,Bright&OpenView,,05/05/2019,,1,,48,19/07/1960,,"$20,000,000","50%or$10,000,000",P*-3.0or2.375%,30Years(360Phase),"$93,329/Month"
0,Price(HK$)8.5M,,344,436,79%,1room(s),,,,13/05/2019," 22 ROBINSON ROAD, 1-9 MOSQUE STREET",1Block, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,124Units,"31December,1992",,"$8,500,000","58%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)10.7M,,536,,,2room(s),,Bright&OpenView,,06/05/2019, 8 YUET WAH STREET,1Block, Nearby Kindergarten KWUN TONG; Primary 48; Secondary KWUN TONG,299Units,"08July,2014",,"$10,700,000","50%or$5,350,000",P*-3.0or2.375%,30Years(360Phase),"$49,931/Month"
0,Price(HK$)46M,,"1,349","1,777",76%,,,,,10/05/2019, 83 TUEN MUN HEUNG SZE WUI ROAD,4Towers, Nearby Kindergarten TUEN MUN; Primary 71; Secondary TUEN MUN,"1,080Units","31December,2012",,"$46,000,000","50%or$23,000,000",P*-3.0or2.375%,30Years(360Phase),"$214,656/Month"
0,Price(HK$)5.5M,,350,455,77%,,,,,18/05/2019, 3 CHI CHEONG ROAD,6, Nearby Kindergarten NORTH; Primary 80; Secondary NORTH,"1,128Units","18November,1993","PrivateSwimmingPool,TennisCourt,ChildrenPlayground,GardenPlaza,LeisurePool","$5,500,000","60%or$3,300,000",P*-3.0or2.375%,30Years(360Phase),"$30,798/Month"
0,Price(HK$)50M,,"1,177","1,580",74%,3room(s),Southwest,Bright&OpenView,,14/05/2019,,4,,24,18/08/1972,Garden,"$50,000,000","50%or$25,000,000",P*-3.0or2.375%,30Years(360Phase),"$233,321/Month"
0,Price(HK$)39.79M,,"2,121","3,000",71%,,,"Bright&OpenView,MountainView",,21/03/2019, HONG LOK YUEN (14TH STREET),, Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,,,,"$39,800,000","50%or$19,900,000",P*-3.0or2.375%,30Years(360Phase),"$185,724/Month"
0,Price(HK$)11.3M,,400,540,74%,2room(s),,,,06/05/2019, 108 HOLLYWOOD ROAD,2, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,388Units,"29June,2006",,"$11,300,000","50%or$5,650,000",P*-3.0or2.375%,30Years(360Phase),"$52,731/Month"
0,Price(HK$)9.9M,,451,,,2room(s),South,PanoramicSeaView,22FeetBalcony,16/05/2019, 1 TANG FUNG STREET,1Blocks, Nearby Kindergarten SOUTH; Primary 18; Secondary SOUTH,150units,"04November,2016",,"$9,900,000","50%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)7.5M,,499,715,70%,3room(s),Northeast,Bright&OpenView,,15/05/2019, 1 TUEN ON LANE,, Nearby Kindergarten TUEN MUN; Primary 71; Secondary TUEN MUN,"1,728Units","18October,2000(Phase2),12January,2000(Phase1)",,"$7,500,000","60%or$4,500,000",P*-3.0or2.375%,30Years(360Phase),"$41,998/Month"
0,Price(HK$)10M,,516,696,74%,2room(s),,,,09/05/2019, 88 O KING ROAD,, Nearby Kindergarten SAIKUNG; Primary 95; Secondary SAIKUNG,"5,728Units","02July,2003(Tower16,17),29May,2003(Tower11-13,15),05December,2001(Tower7-10),22January,2001(Tower1-3),20December,2000(Tower5,6)",,"$10,000,000","50%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)22M,,748,987,76%,3room(s),North,,,19/05/2019, 22 CONDUIT ROAD,, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,336Units,"07June,1994",,"$22,000,000","50%or$11,000,000",P*-3.0or2.375%,30Years(360Phase),"$102,661/Month"
0,Price(HK$)21M,,"1,084","1,220",89%,,,,,13/05/2019, 11-17 TAIKOO WAN ROAD,61, Nearby Kindergarten EAST; Primary 14; Secondary EAST,"12,698","7December,1977(NanShanMansion),15November,1977(TaiShanMansion,LuShanMansion,TienShanMansion),16June,1977(PoyangMansion),14March,1977(TungTingMansion),27September,1978(KamShanMansion,FuShanMansion,HengShanMansion,LoongShanMansion,FoongShanMansion,TungShanMansion,WahShanMansion),20June,1978(TaiWooMansion),17May,1979(YeeShanMansion),3October,1980(NingOnMansion,PoOnMansion,KinOnMansion,HingOnMansion,ShunOnMansion,KoOnMansion),11January,1980(YuanKungMansion,MingKungMansion,HanKungMansion,HsiaKungMansion,ChaiKungMansion,YenKungMansion,TsuiKungMansion),4December,1981(PoShanMansion),2June,1981(TangKungMansion),4August,1983(PrimroseMansion,WisteriaMansion,LotusMansion),22June,1983(PineMansion,BanyanMansion,WillowMansion),17June,1983(HoiSingMansion,TienSingMansion,YiuSingMansion,ChiSingMansion,WaiSingMansion,HangSingMansion,KamSingMansion,NganSingMansion),27June,1984(JuniperMansion,MapleMansion,OakMansion),16May,1985(MarigoldMansion,BegoniaCourt),4April,1985(TungHoiMansion,NamHoiMansion,PakHoiMansion),25May,1989(KaiTienMansion,HoiTienMansion,NamTienMansion,KingTienMansion,FuTienMansion,ChoiTienMansion,KwunTienMansion,YatTienMansion,HengTienMansion)","Garden,SportCourt,ChildrenPlayground","$21,000,000","50%or$10,500,000",P*-3.0or2.375%,30Years(360Phase),"$97,995/Month"
0,Price(HK$)6.8M,,749,,,,,,,14/05/2019, 36-44 NATHAN ROAD,1Block, Nearby Kindergarten YAU TSIM MONG; Primary 31; Secondary YAU TSIM MONG,549Units,"11,November1961",,"$6,800,000","60%or$4,080,000",P*-3.0or2.375%,30Years(360Phase),"$38,078/Month"
0,Price(HK$)7.6M,,743,"1,013",73%,3room(s),,,,19/04/2019, 11 SHAP PAT HEUNG ROAD,Therearetotally12towers(Tower4isomitted), Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,"2,580Units","04October,2013",Clubhouse,"$7,600,000","60%or$4,560,000",P*-3.0or2.375%,30Years(360Phase),"$42,558/Month"
0,Price(HK$)38M,,"1,118","1,402",80%,3room(s),Northwest,SeaView,,17/05/2019, 38 BEL-AIR AVENUE,, Nearby Kindergarten SOUTH; Primary 18; Secondary SOUTH,660Units,"10December,2004",,"$38,000,000","50%or$19,000,000",P*-3.0or2.375%,30Years(360Phase),"$177,324/Month"
0,Price(HK$)13.5M,,699,918,76%,,,,,11/05/2019, 599 SAI SHA ROAD,"7Towers(Tower1,2,3,5,6,7,8)", Nearby Kindergarten SHATIN; Primary 89; Secondary SHATIN,"2,169Units","17July,2009","Clubhouse/ancillaryrecreationalfacilitiesincludeoutdoorswimmingpools,kid'spool,jacuzzi,indoorswimmingpool,saunaandsteam,changingrooms,spaandspavillas,multi-purposeballcourt,gymnasium,kid'sgymnasium,aerobicroom,bowlingalley,billiardrooms,sittingareasandlounges,readingrooms,functionrooms,studyroom,musicroom,computerroom,gameroooms,videogamesroom,children'splayareas,outdoorchildrenplayareas,BBQhuts,tenniscourt,karaokerooms,fitnessroom,tabletennisroomandlandscapedgardens","$13,500,000","50%or$6,750,000",P*-3.0or2.375%,30Years(360Phase),"$62,997/Month"
0,Price(HK$)95M,,"2,450","3,423",72%,5room(s),Northeast,PanoramicSeaView,"1FeetTerrace,1FeetRoofTop,1CoveredCarpark",03/05/2019, 18 PAK PAT SHAN ROAD,10Blocks, Nearby Kindergarten SOUTH; Primary 18; Secondary SOUTH,248units,"31July,1992(Phase4)",,"$95,000,000","50%or$47,500,000",P*-3.0or2.375%,30Years(360Phase),"$443,311/Month"
0,Price(HK$)5.58M,,440,562,78%,2room(s),,,,07/05/2019, 1 FUNG SHUE WO ROAD,11, Nearby Kindergarten KWAI TSING; Primary 66; Secondary KWAI TSING,"3,216Units","20April,1990(Block10,11),23January,1990(Block7-9),07November,1989(Block1-6)","LandscapedGarden,SwimmingPool,ChildrenSwimmingPool,LeisurePool,MaleSaunaRoom,FemaleSaunaRoom,TennisCourt,Gymnasium,ClubHouse,ChildrenPlayArea,SquashRoom,ReadingRoom,JoggingTracks","$5,580,000","60%or$3,348,000",P*-3.0or2.375%,30Years(360Phase),"$31,246/Month"
0,Price(HK$)8.4M,,561,774,72%,3room(s),,,,20/05/2019, 1 NGAN O ROAD,, Nearby Kindergarten SAIKUNG; Primary 95; Secondary SAIKUNG,"2,184Units","19May,1999",,"$8,400,000","59%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)7M,,485,578,84%,2room(s),,,,13/05/2019, 1-23 NAM NING STREET,20, Nearby Kindergarten SOUTH; Primary 18; Secondary SOUTH,"2,788Units","07January,1982(BlockE-G),01December,1981(BlockH-J),29June,1981(BlockS-U),01May,1981(BlockP-R),15December,1979(BlockA-D,K-N)",,"$7,000,000","60%or$4,200,000",P*-3.0or2.375%,30Years(360Phase),"$39,198/Month"
0,Price(HK$)12.5M,,676,916,74%,3room(s),Northeast,MountainView,,18/05/2019, 8 WAH FU ROAD,, Nearby Kindergarten SOUTH; Primary 18; Secondary SOUTH,120Units,"15December,2003",,"$12,500,000","50%or$6,250,000",P*-3.0or2.375%,30Years(360Phase),"$58,330/Month"
0,Price(HK$)10M,,529,642,82%,2room(s),Northwest,SeaView,,18/05/2019," 6-16 HONG ON STREET, 1-31 HONG SHING STREET, 31-45 HONG YUE STREET",17, Nearby Kindergarten EAST; Primary 14; Secondary EAST,"6,648Units","23June,1987(BlockQ,R),18May,1987(BlockN,P),14May,1987(BlockL,M),25February,1987(BlockK),12January,1987(BlockJ),26November,1986(BlockH),12June,1986(BlockE-G),09April,1986(BlockA,C,D),19December,1985(BlockB)","OutdoorSwimmingPool,TennisCourt,SquashCourt,Gymnasium,ChildrenPlayground,JoggingTracks,RestGarden","$10,000,000","50%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)12.5M,,589,770,76%,,,,,10/05/2019, 8 OI KING STREET,7, Nearby Kindergarten KOWLOON CITY; Primary 35; Secondary KOWLOON CITY,"2,470Units","06August,2002",Clubhouse,"$12,500,000","50%or$6,250,000",P*-3.0or2.375%,30Years(360Phase),"$58,330/Month"
0,Price(HK$)8.5M,,523,688,76%,2room(s),East,MountainView,,18/05/2019, 8 WAH FU ROAD,, Nearby Kindergarten SOUTH; Primary 18; Secondary SOUTH,120Units,"15December,2003",,"$8,500,000","58%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)8.3M,,335,462,73%,1room(s),East,,,10/05/2019, 6 CASTLE ROAD,1Block, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,100Units,"31December,1993",,"$8,300,000","60%or$4,980,000",P*-3.0or2.375%,30Years(360Phase),"$46,478/Month"
0,Price(HK$) 3.15M(Premium Not Paid),,544,712,76%,3room(s),West,,,06/05/2019, 3 LEUNG WAN STREET,4Blocks, Nearby Kindergarten TUEN MUN; Primary 70; Secondary TUEN MUN,"2,652Units","December,1989(Blcok3LokSangHouse),December,1989(Blcok4YueSangHouse),December,1989(Blcok5HongSangHouse),December,1989(Blcok6TaiSangHouse)",,"$3,150,000","60%or$1,890,000",P*-3.0or2.375%,30Years(360Phase),"$17,639/Month"
0,Price(HK$)5.2M,,203,338,60%,,Southeast,Bright&OpenView,,28/01/2019,,1,,46,20/07/1989,,"$5,200,000","60%or$3,120,000",P*-3.0or2.375%,30Years(360Phase),"$29,119/Month"
0,Price(HK$)30M,,748,"1,000",75%,1room(s),North,OverlookingMagnificentFireworks,,16/05/2019, 1 HARBOUR ROAD,, Nearby Kindergarten WAN CHAI; Primary 12; Secondary WAN CHAI,609Units,"07March,1990",,"$30,000,000","50%or$15,000,000",P*-3.0or2.375%,30Years(360Phase),"$139,993/Month"
0,Price(HK$)13.3M,,515,,,2room(s),Southwest,Bright&OpenView,,01/05/2019, 188 FUK WING STREET,1Blocks, Nearby Kindergarten SHAM SHUI PO; Primary 40; Secondary SHAM SHUI PO,110Units,"07September,2015","ClubHouse,Garden","$13,300,000","50%or$6,650,000",P*-3.0or2.375%,30Years(360Phase),"$62,063/Month"
0,Price(HK$)10.9M,,644,884,73%,3room(s),North,,,15/05/2019, 1 NGAN O ROAD,, Nearby Kindergarten SAIKUNG; Primary 95; Secondary SAIKUNG,"2,184Units","19May,1999",,"$10,900,000","50%or$5,450,000",P*-3.0or2.375%,30Years(360Phase),"$50,864/Month"
0,Price(HK$)35M,,"1,288","1,681",77%,3room(s),Southwest,"Bright&OpenView,FountainView",,14/05/2019, 18 WYLIE ROAD,8, Nearby Kindergarten YAU TSIM MONG; Primary 31; Secondary YAU TSIM MONG,700Units,"13February,2004",,"$35,000,000","50%or$17,500,000",P*-3.0or2.375%,30Years(360Phase),"$163,325/Month"
0,Price(HK$)5.3M(Premium Paid),,433,482,90%,2room(s),Southeast,"Bright&OpenView,OverlookingShingMunRiver",,30/04/2019, 33 TSING CHUNG KOON ROAD,5Blocks, Nearby Kindergarten TUEN MUN; Primary 70; Secondary TUEN MUN,"2,208Units","25September,1989",,"$5,300,000","60%or$3,180,000",P*-3.0or2.375%,30Years(360Phase),"$29,678/Month"
0,Price(HK$)11M,,549,757,73%,,,,"Balcony,Garage",19/05/2019, 38 SAN MA TAU STREET,5, Nearby Kindergarten KOWLOON CITY; Primary 34; Secondary KOWLOON CITY,"1,782Units","07November,2006","Clubhouse,ShoppingMall,Carpark","$11,000,000","50%or$5,500,000",P*-3.0or2.375%,30Years(360Phase),"$51,331/Month"
0,Price(HK$)5.98M,,435,626,69%,2room(s),East,,,17/05/2019, 1 HANG KWAI STREET,, Nearby Kindergarten TUEN MUN; Primary 71; Secondary TUEN MUN,429Units,"28June,2002",,"$5,980,000","60%or$3,588,000",P*-3.0or2.375%,30Years(360Phase),"$33,486/Month"
0,Price(HK$) 6M(Premium Not Paid),,645,830,78%,3room(s),,,,13/05/2019, 35 MEI TIN ROAD,6Blocks, Nearby Kindergarten SHATIN; Primary 88; Secondary SHATIN,"1,940Units","26April,1996(BlockA,B,D),02April,1996(BlockC),15April,1996(BlockE,F)",ChildrenPlayground,"$6,000,000","60%or$3,600,000",P*-3.0or2.375%,30Years(360Phase),"$33,598/Month"
0,Price(HK$)5.2M,,400,500,80%,3room(s),,,,15/03/2019,,1,,430,28/01/1966,,"$5,200,000","60%or$3,120,000",P*-3.0or2.375%,30Years(360Phase),"$29,119/Month"
0,Price(HK$)11.5M,,652,831,78%,3room(s),Southwest,MountainView,,20/05/2019, 18A SOUTH HORIZON DRIVE,34, Nearby Kindergarten SOUTH; Primary 18; Secondary SOUTH,"9,812Units","28March,1995(Block25-28,32,33,33A),19December,1994(Block29-31),02February,1994(Block19,20,22,23,23A),20December,1993(Block17,18,21),27July,1993(Block13A,15,16),30October,1992(Block7-13),31March,1992(Block6),22November,1991(Block1-5)","ClubHouse,IndoorHeatedSwimmingPool,Jacuzzi,Gymnasium,SquashCourt,BasketballCourt,BadmintonCourt,DancingRoom,GameRoom,OutdoorSwimmingPool,TennisCourt,ChildrenPlayground","$11,500,000","50%or$5,750,000",P*-3.0or2.375%,30Years(360Phase),"$53,664/Month"
0,Price(HK$)7.8M,,503,,,2room(s),,,,09/05/2019, 6 SHEK KOK ROAD,BLock3, Nearby Kindergarten SAIKUNG; Primary 95; Secondary SAIKUNG,872units,"12July,2016",,"$7,800,000","60%or$4,680,000",P*-3.0or2.375%,30Years(360Phase),"$43,678/Month"
0,Price(HK$)5.6M,,398,493,81%,2room(s),,,,06/05/2019, 1 ON CHEE ROAD,, Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,480Units,"15October,1986",,"$5,600,000","60%or$3,360,000",P*-3.0or2.375%,30Years(360Phase),"$31,358/Month"
0,Price(HK$)8.99M,,522,732,71%,2room(s),,,,04/05/2019, 500 TUNG CHAU STREET,2, Nearby Kindergarten SHAM SHUI PO; Primary 40; Secondary SHAM SHUI PO,400Units,"25July,2008","Gymnasium,DancingRoom,YogaRoom,30mOutdoorSwimmingPool,OutdoorChildrenPlayground,OutdoorBBQArea,BowlingAlley,BeautyandSpaArea,MusicRoom,MovieRoom,HomeTheater,SnookerRoom,Karaoke","$8,990,000","55%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)7.5M,,423,500,85%,2room(s),,MountainView,,19/04/2019," 177-179 WAN CHAI ROAD, 51 CROSS LANE",1Block, Nearby Kindergarten WAN CHAI; Primary 12; Secondary WAN CHAI,148Units,"20September,1972",,"$7,500,000","60%or$4,500,000",P*-3.0or2.375%,30Years(360Phase),"$41,998/Month"
0,Price(HK$)6.5M(Premium Paid),,520,604,86%,3room(s),,,,09/05/2019, 51-57 LAI CHO ROAD,4Blocks, Nearby Kindergarten KWAI TSING; Primary 65; Secondary KWAI TSING,704Units,"28April,1981(LaiHaHouse,LaiHungHouse),28November,1980(LaiWahHouse),13September,1967(LaiWanHouse)",,"$6,500,000","60%or$3,900,000",P*-3.0or2.375%,30Years(360Phase),"$36,398/Month"
0,Price(HK$)18M,,716,"1,016",70%,4room(s),South,SeaView,,13/05/2019, 18 FUK CHAK STREET,1Block, Nearby Kindergarten YAU TSIM MONG; Primary 32; Secondary YAU TSIM MONG,104Units,"05February,2016",,"$18,000,000","50%or$9,000,000",P*-3.0or2.375%,30Years(360Phase),"$83,996/Month"
0,Price(HK$)25M,,"1,014",,,,,,1CoveredCarpark,20/05/2019, 33 LAI PING ROAD,10, Nearby Kindergarten SHATIN; Primary 91; Secondary SHATIN,973Units,"15June,2015",,"$25,000,000","50%or$12,500,000",P*-3.0or2.375%,30Years(360Phase),"$116,661/Month"
0,Price(HK$)7.8M,,396,509,78%,2room(s),Southwest,SeaView,,19/05/2019, 1 DAVIS STREET,1Blocks, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,92Units,"09May,1991",,"$7,800,000","60%or$4,680,000",P*-3.0or2.375%,30Years(360Phase),"$43,678/Month"
0,Price(HK$)8.19M,,426,608,70%,2room(s),Southwest,SeaView,,18/05/2019, 11 HOI FAN ROAD,3, Nearby Kindergarten YAU TSIM MONG; Primary 32; Secondary YAU TSIM MONG,880Units,"02September,2003",,"$8,200,000","60%or$4,920,000",P*-3.0or2.375%,30Years(360Phase),"$45,918/Month"
0,Price(HK$)13M,,473,671,70%,2room(s),,,,13/05/2019, 72 STAUNTON STREET,1Block, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,136Units,"19December,2011","Lower1/Fisdesignedasclubhouseforresidentsuse.,Clubhousefacilitiesincludegymnasium,functionroomandlounge.","$13,000,000","50%or$6,500,000",P*-3.0or2.375%,30Years(360Phase),"$60,664/Month"
0,Price(HK$)46M,,"1,365","1,688",81%,3room(s),West,SeaView,,11/05/2019, 38 BEL-AIR AVENUE,, Nearby Kindergarten SOUTH; Primary 18; Secondary SOUTH,660Units,"10December,2004",,"$46,000,000","50%or$23,000,000",P*-3.0or2.375%,30Years(360Phase),"$214,656/Month"
0,Price(HK$)5.8M,,502,654,77%,,,,,22/04/2019, 2 TIN YAN ROAD,"3Towers(Tower7,8,9)", Nearby Kindergarten YUEN LONG; Primary 72; Secondary YUEN LONG,"1,068Units","08July,2010(Phase2(CentralParkTowers))",,"$5,800,000","60%or$3,480,000",P*-3.0or2.375%,30Years(360Phase),"$32,478/Month"
0,Price(HK$)6.5M,,260,,,1room(s),South,BuildingView,,20/05/2019, 11 LI TAK STREET,2Blocks, Nearby Kindergarten YAU TSIM MONG; Primary 32; Secondary YAU TSIM MONG,448Units,"25May,2017",ClubHouse,"$6,500,000","60%or$3,900,000",P*-3.0or2.375%,30Years(360Phase),"$36,398/Month"
0,Price(HK$)6.2M(Premium Paid),,407,474,86%,2room(s),,,,16/05/2019, 80 WANG KWONG ROAD,22Blocks, Nearby Kindergarten KWUN TONG; Primary 46; Secondary KWUN TONG,"5,904Units","17April,1985","TennisCourt,Bank,Restaurant,DayCareCentre,TableTennisRoom,BadmintonCourt,ChildrenPlayground,Garden,ShuttleBus,Carpark,ShoppingMall,FootballCourt,SwimmingPool,Market,Supermarket","$6,200,000","60%or$3,720,000",P*-3.0or2.375%,30Years(360Phase),"$34,718/Month"
0,Price(HK$)16M,,588,784,75%,3room(s),,,RoofTop,10/05/2019, 8 SHAM SHING ROAD,"Block1,2,3,5and6(total5blocks,Block4isomitted)", Nearby Kindergarten SHAM SHUI PO; Primary 40; Secondary SHAM SHUI PO,"1,616Units","15December,2003",,"$16,000,000","50%or$8,000,000",P*-3.0or2.375%,30Years(360Phase),"$74,663/Month"
0,Price(HK$)5.28M,,421,,,,,,,11/04/2019," 102-116 LEI MUK ROAD, 135-147 SHEK YAM ROAD",1Block, Nearby Kindergarten KWAI TSING; Primary 64; Secondary KWAI TSING,184Units,"5February,1976",,"$5,280,000","60%or$3,168,000",P*-3.0or2.375%,30Years(360Phase),"$29,566/Month"
0,Price(HK$)7.8M,,446,530,84%,,,,,20/05/2019, 1-10 KAI YUEN TERRACE,5Blocks, Nearby Kindergarten EAST; Primary 14; Secondary EAST,866Units,"23September,1985(BlockIii,Iv),17April,1985(BlockV),14August,1984(BlockI,Ii)","Garden,CarPark,SwimmingPool","$7,800,000","60%or$4,680,000",P*-3.0or2.375%,30Years(360Phase),"$43,678/Month"
0,Price(HK$)5M,,353,483,73%,2room(s),Northeast,GardenView,,23/04/2019, 1 TUEN LUNG STREET,2, Nearby Kindergarten TUEN MUN; Primary 71; Secondary TUEN MUN,496Units,"23October,1986","Restaurant,Garden,CarPark,ShoppingMall,Supermarket","$5,000,000","60%or$3,000,000",P*-3.0or2.375%,30Years(360Phase),"$27,999/Month"
0,Price(HK$)9.19M,,455,535,85%,2room(s),,,,18/05/2019, 4-16 TAK SHING STREET,2Blocks, Nearby Kindergarten YAU TSIM MONG; Primary 31; Secondary YAU TSIM MONG,270Units,"6,September1978",,"$9,200,000","54%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
